,Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,VideoAmt,Description,PhotoAmt,AdoptionSpeed
312,2,0,36,266,0,2,1,2,7,2,2,1,1,1,1,1,0,0,484,4,4
313,1,0,36,213,218,2,7,0,0,2,2,1,1,1,1,1,0,0,43,2,2
314,1,0,8,307,0,1,4,0,0,2,1,1,1,2,1,1,0,0,287,2,4
315,1,0,10,307,0,2,7,0,0,2,1,2,1,1,1,1,0,0,65,2,4
316,1,0,2,307,0,2,2,4,0,2,1,2,1,2,1,1,0,0,1217,4,4
317,2,0,2,265,0,1,1,7,0,1,2,2,2,2,1,1,0,0,98,4,4
318,1,0,3,307,0,1,1,0,0,2,1,3,1,3,1,1,0,0,239,2,4
319,1,0,3,307,0,2,1,7,0,2,1,2,2,2,1,1,0,0,147,2,3
320,2,0,0,266,0,3,1,2,7,2,1,3,1,1,1,18,0,0,984,21,4
321,1,0,60,205,0,2,1,7,0,1,2,3,1,1,1,1,0,0,461,1,3
322,1,0,2,307,0,1,2,0,0,2,1,1,1,2,1,1,0,0,11,1,2
323,1,0,2,307,0,3,2,6,7,2,1,2,2,2,1,6,0,0,16,5,4
324,2,0,12,265,0,1,2,7,0,2,2,1,1,1,1,1,0,0,327,2,1
325,1,0,1,307,307,2,1,2,0,2,2,2,1,2,1,1,0,0,14,1,3
326,2,0,2,266,0,1,3,0,0,3,1,3,3,3,1,2,0,0,468,5,2
327,2,0,2,266,0,3,7,0,0,2,1,2,1,2,1,3,0,0,425,4,1
328,1,0,1,307,0,2,7,0,0,2,2,2,2,2,1,1,0,0,38,1,3
329,1,0,24,307,0,2,7,0,0,3,1,3,3,1,2,1,0,0,256,2,4
330,1,0,3,307,307,2,2,0,0,2,1,1,1,1,1,1,200,0,43,6,4
331,2,0,2,266,266,3,1,6,7,2,1,2,1,2,1,4,0,0,191,8,4
332,1,0,2,307,0,1,1,2,7,2,1,2,2,2,1,1,0,0,239,7,3
333,2,0,12,265,0,1,1,0,0,1,2,3,3,3,1,1,0,0,139,1,4
334,1,0,12,307,307,2,2,0,0,2,2,2,1,2,1,1,0,0,23,1,4
335,1,0,1,307,0,1,2,0,0,2,1,1,1,2,1,1,0,0,221,1,3
336,2,0,11,266,0,2,1,4,7,2,1,1,1,1,1,1,0,0,539,11,2
337,1,0,74,205,0,1,2,7,0,2,2,3,1,3,1,1,0,0,331,2,2
338,1,0,36,218,218,2,2,3,5,2,3,1,1,1,1,1,0,0,255,3,3
339,1,0,3,307,307,2,2,7,0,2,2,2,1,2,1,1,0,0,14,3,3
340,1,0,2,307,0,2,1,2,7,2,1,1,1,2,1,1,0,0,140,6,3
341,1,0,3,307,0,2,1,2,7,2,2,1,1,2,1,1,0,0,152,4,3
342,1,0,48,179,0,1,7,0,0,1,1,1,1,2,1,1,0,0,41,1,1
343,2,0,3,266,0,3,2,5,7,1,1,3,1,1,1,7,60,0,94,5,3
344,1,0,2,307,0,2,1,2,0,2,1,1,1,1,1,1,0,0,627,8,3
345,1,0,36,179,0,1,2,0,0,1,2,3,3,2,1,1,0,0,192,3,2
346,2,0,3,264,0,1,1,7,0,2,3,2,1,2,1,1,0,0,314,5,2
347,2,0,4,266,0,2,1,6,7,1,1,2,2,2,1,1,0,0,264,3,1
348,1,0,2,307,0,3,2,7,0,2,1,2,2,2,1,5,0,0,256,2,1
349,1,0,1,141,307,1,1,2,0,2,1,2,1,2,1,1,0,0,30,5,3
350,1,0,60,195,0,1,1,7,0,2,1,1,1,1,1,1,0,0,29,1,2
351,1,0,2,307,307,2,1,0,0,2,2,1,1,2,1,1,0,0,249,1,2
352,1,0,4,307,0,2,1,2,0,2,2,1,1,2,1,1,0,0,220,4,4
353,2,0,3,266,264,3,1,6,7,3,2,1,1,2,1,4,0,0,335,9,3
354,2,0,2,266,0,2,1,4,7,2,1,2,1,2,1,1,0,0,36,1,1
355,1,0,3,307,0,2,3,0,0,2,1,1,1,1,1,1,0,0,84,7,4
356,1,0,2,307,0,2,1,2,0,2,2,2,2,2,1,1,0,0,143,1,2
357,2,0,1,265,0,2,7,0,0,1,2,2,1,2,1,1,0,0,321,10,1
358,1,0,18,307,307,2,1,0,0,2,1,1,1,1,1,1,0,0,346,3,4
359,2,0,1,264,0,3,1,3,0,1,2,2,2,2,1,2,0,0,173,1,4
360,2,0,3,266,0,1,3,0,0,2,1,1,1,2,1,1,20,0,110,0,2
361,2,0,6,265,0,1,6,7,0,2,2,1,1,1,1,1,120,1,698,5,2
362,2,0,6,299,0,3,3,4,7,3,2,3,3,3,1,2,0,0,587,11,2
363,1,0,2,307,0,1,1,2,5,2,1,1,1,2,1,1,0,1,562,14,2
364,1,0,24,307,0,2,2,0,0,2,1,3,3,3,1,1,0,0,842,6,3
365,2,0,6,266,0,1,1,7,0,2,1,3,3,3,1,1,0,0,82,3,4
366,1,0,2,307,307,2,2,0,0,2,2,2,1,2,1,1,0,0,12,4,2
367,1,0,48,205,0,1,1,0,0,1,2,1,1,2,1,1,0,0,161,0,1
368,1,0,2,307,0,1,2,0,0,2,1,2,2,2,1,1,1,0,18,3,1
369,2,0,3,266,0,2,6,7,0,2,1,2,1,2,1,1,0,0,365,3,2
370,2,0,1,266,0,3,1,4,7,2,1,2,1,2,1,4,0,0,215,4,1
371,1,0,53,307,307,1,7,0,0,2,2,1,3,3,1,1,0,0,138,1,4
372,2,0,1,243,0,1,1,7,0,1,1,2,2,2,1,1,0,0,98,1,4
373,2,0,7,264,0,1,1,7,0,2,2,1,1,1,1,1,0,0,257,15,4
374,2,0,4,266,0,2,1,0,0,1,1,2,2,2,1,1,0,0,355,3,2
375,1,0,1,307,307,1,2,0,0,2,2,2,1,2,1,1,0,0,14,1,2
376,2,0,1,266,0,1,1,7,0,2,1,2,1,2,1,1,0,0,813,4,2
377,1,0,2,307,307,3,1,2,5,1,1,2,1,2,1,2,0,0,37,1,2
378,1,0,48,307,111,1,2,0,0,2,1,3,3,3,1,1,0,0,56,1,4
379,1,0,1,307,0,3,1,5,7,2,1,3,3,3,1,2,0,0,55,1,4
380,2,0,2,247,265,2,6,7,0,1,1,2,2,2,1,1,0,0,727,5,1
381,1,0,1,78,213,1,1,2,0,2,1,3,3,2,1,1,0,0,232,7,2
382,1,0,48,205,0,3,2,6,7,1,3,1,1,2,2,2,300,0,849,5,2
383,2,0,1,266,0,3,1,4,6,1,1,2,2,2,1,4,0,0,211,0,2
384,2,0,3,266,0,2,5,6,7,2,1,1,1,1,1,1,100,0,110,1,4
385,1,0,7,25,25,2,2,0,0,3,2,1,1,2,1,1,0,0,12,1,1
386,1,0,3,307,0,1,1,7,0,2,1,1,1,2,1,1,0,0,825,1,4
387,1,0,1,307,0,2,1,2,0,2,1,1,1,2,1,1,0,0,137,6,2
388,2,0,3,266,0,2,7,0,0,1,1,2,2,2,1,1,0,0,16,3,3
389,2,0,3,266,0,2,1,2,6,2,1,2,2,2,1,1,0,0,110,3,2
390,1,0,12,307,109,1,1,0,0,2,2,3,3,1,1,1,150,0,296,3,4
391,1,0,2,0,26,2,2,0,0,2,1,1,1,2,1,1,0,0,184,3,3
392,1,0,2,307,0,2,1,2,7,1,1,2,2,2,1,5,0,0,330,16,2
393,1,0,3,129,307,2,1,7,0,1,2,3,1,2,1,1,0,0,284,1,4
394,1,0,25,195,0,1,6,7,0,2,3,1,1,2,1,1,100,0,16,2,1
395,2,0,14,266,0,2,2,0,0,2,1,3,3,3,1,1,0,0,220,2,1
396,1,0,1,307,0,3,1,2,7,3,2,2,1,2,1,12,0,0,3002,5,2
397,1,0,1,307,307,2,2,0,0,2,2,1,1,2,1,1,0,0,12,1,3
398,2,0,1,266,0,2,2,6,7,1,1,3,3,2,1,1,30,0,159,1,4
399,1,0,10,141,109,2,1,7,0,2,2,1,1,2,1,1,0,0,280,2,1
400,2,0,7,266,0,1,6,7,0,2,1,2,1,2,1,2,0,0,78,3,4
401,2,0,2,266,0,2,1,4,0,1,1,2,2,2,1,2,0,0,670,4,4
402,1,0,1,307,0,2,1,3,0,2,2,2,2,2,1,1,0,0,297,5,1
403,2,0,12,265,0,2,1,7,0,2,2,1,1,1,1,1,150,0,109,1,1
404,1,0,84,109,0,1,2,5,0,2,2,1,1,1,2,1,0,0,1302,1,4
405,2,0,3,266,0,1,3,7,0,2,1,2,2,2,1,1,0,0,135,1,1
406,1,0,6,307,0,2,1,0,0,2,2,2,1,2,1,1,0,1,536,4,4
407,2,0,4,266,0,1,1,3,7,1,1,1,1,2,1,2,40,0,28,5,4
408,1,0,8,307,307,1,2,0,0,2,1,1,1,2,1,1,0,0,389,10,2
409,2,0,1,266,0,2,1,2,7,2,1,2,2,2,1,3,0,0,407,8,3
410,2,0,1,266,303,2,1,2,0,2,1,2,1,2,1,1,0,0,47,3,0
411,2,0,18,265,0,2,5,7,0,2,1,2,2,2,1,1,0,0,104,3,0
412,2,0,2,266,0,2,1,7,0,1,1,2,2,2,1,1,0,0,166,2,4
413,2,0,36,266,0,2,1,6,7,2,2,2,2,1,1,1,0,0,212,4,4
414,1,0,2,307,0,2,2,7,0,2,2,3,3,2,1,1,0,0,124,2,3
415,1,0,6,307,307,3,1,7,0,2,2,1,3,3,1,2,0,0,75,1,4
416,2,0,2,266,0,1,2,0,0,1,1,2,2,2,1,1,0,0,36,2,3
417,1,0,1,307,0,2,1,2,7,3,1,2,2,2,1,1,50,0,589,9,1
418,2,0,18,266,0,1,4,0,0,2,1,1,1,1,1,1,0,0,311,1,4
419,1,0,4,202,307,1,1,2,3,3,2,2,1,2,1,1,0,0,1160,12,2
420,2,0,6,266,266,1,1,7,0,2,1,2,2,2,1,2,0,0,625,5,4
421,1,0,2,307,0,1,1,2,0,2,1,2,1,2,1,1,0,0,267,1,2
422,1,0,4,213,307,2,1,2,7,2,1,3,1,3,1,4,0,0,337,5,3
423,1,0,2,307,307,2,1,7,0,2,2,2,1,2,1,1,0,0,12,4,3
424,1,0,1,307,0,1,1,2,0,2,2,2,2,2,1,1,0,0,118,1,3
425,1,0,2,307,0,1,1,2,0,2,1,1,1,2,1,1,0,2,696,4,3
426,1,0,8,307,0,1,2,7,0,2,1,2,2,2,1,1,0,0,437,1,2
427,2,0,1,266,0,3,2,4,7,2,2,1,1,2,1,20,0,0,136,5,4
428,2,0,3,299,0,1,3,0,0,1,1,3,3,3,1,1,0,0,144,1,4
429,2,0,3,266,0,1,5,0,0,2,1,1,1,2,1,1,0,0,806,3,1
430,2,0,3,264,278,1,1,0,0,2,3,1,1,2,1,1,100,0,586,2,2
431,2,0,4,299,0,3,4,6,7,2,2,2,2,2,1,2,0,0,163,5,3
432,2,0,12,266,0,2,2,0,0,1,1,2,2,2,1,1,0,0,172,5,2
433,2,0,0,266,0,3,1,5,7,2,2,2,2,2,1,4,0,0,295,3,1
434,1,0,72,103,0,2,1,2,3,3,3,1,1,2,1,1,0,0,435,4,1
435,2,0,1,265,0,3,2,3,0,1,2,2,2,2,1,2,0,0,130,3,1
436,1,0,1,307,0,3,1,2,7,2,1,3,3,3,1,5,0,0,3,15,1
437,2,0,3,299,0,2,1,2,7,1,1,1,1,2,1,1,0,0,408,4,4
438,2,0,12,265,0,3,1,7,0,2,2,3,3,3,1,4,0,0,231,1,4
439,1,0,2,307,0,2,2,0,0,2,2,1,1,2,1,1,0,0,173,1,3
440,1,0,2,307,0,1,1,2,0,2,1,3,3,2,1,1,0,0,82,1,1
441,1,0,4,307,0,2,2,7,0,2,2,3,1,3,1,1,0,0,487,3,4
442,1,0,3,307,0,1,2,0,0,2,1,1,1,1,1,1,0,0,74,2,1
443,1,0,4,307,189,1,1,2,0,2,1,2,2,2,1,1,0,0,48,2,1
444,2,0,3,266,0,2,1,0,0,1,1,3,3,3,1,1,0,0,617,3,4
445,2,0,4,266,0,1,1,0,0,2,1,1,1,1,2,1,0,0,332,5,3
446,2,0,12,299,0,1,3,5,7,2,1,2,1,1,1,1,100,1,1078,10,2
447,1,0,36,218,307,1,1,7,0,2,2,1,1,1,1,1,0,0,223,2,1
448,2,0,2,285,264,2,1,2,5,2,3,2,1,2,1,1,100,0,710,5,1
449,1,0,4,307,0,2,7,0,0,2,1,1,1,2,1,1,0,0,253,1,1
450,1,0,5,72,72,1,1,7,0,1,2,1,1,2,1,1,0,0,24,10,1
451,2,0,12,265,265,2,1,0,0,2,2,2,1,2,1,1,0,0,52,2,3
452,2,0,5,266,0,1,1,2,7,2,1,3,3,3,1,1,0,0,46,1,1
453,1,0,2,307,0,2,1,2,0,2,1,2,2,2,1,1,0,0,273,4,1
454,1,0,48,173,307,2,2,0,0,2,1,2,2,2,1,1,0,0,835,4,4
455,1,0,5,307,307,2,2,0,0,2,2,1,1,2,1,1,0,0,14,3,4
456,1,0,2,307,0,2,2,0,0,2,1,2,1,2,1,4,0,0,452,2,3
457,1,0,5,307,0,2,2,0,0,1,1,3,3,3,1,1,0,0,153,3,4
458,2,0,4,266,0,2,2,7,0,1,1,3,1,2,1,1,0,0,240,7,2
459,1,0,2,24,70,3,1,2,7,2,2,2,2,2,1,6,0,0,82,1,1
460,1,0,3,307,0,2,2,0,0,2,2,2,2,2,1,1,0,0,37,5,4
461,2,0,4,266,299,1,1,6,0,1,1,2,2,2,1,1,0,0,219,5,2
462,2,0,5,265,0,1,1,0,0,2,2,3,3,3,1,1,0,0,25,1,1
463,2,0,3,266,0,1,4,0,0,1,1,1,1,2,1,1,0,0,68,6,2
464,2,0,2,266,0,2,1,7,0,2,1,2,2,2,1,1,0,0,188,4,2
465,2,0,2,299,0,3,1,4,6,2,2,2,2,2,1,2,0,0,180,2,2
466,1,0,4,307,307,2,2,0,0,2,1,1,1,2,1,1,0,0,45,3,3
467,1,0,3,307,176,1,1,2,7,3,1,1,1,2,1,2,0,0,520,12,4
468,1,0,12,307,0,2,2,4,7,2,1,1,1,1,1,1,0,0,348,2,2
469,2,0,4,284,0,2,2,4,7,1,1,2,1,2,2,1,0,0,209,1,2
470,1,0,5,307,0,1,7,0,0,2,1,1,1,1,1,1,0,0,28,0,4
471,1,0,2,307,0,2,1,2,7,2,1,1,1,2,1,1,0,0,325,1,4
472,1,0,2,200,307,2,2,0,0,2,1,3,3,2,1,1,0,0,118,4,3
473,2,0,1,266,0,3,1,2,6,2,1,2,1,2,1,2,0,0,430,1,4
474,1,0,3,195,0,1,6,7,0,1,2,1,1,2,1,1,0,0,159,5,1
475,1,0,2,307,307,2,1,2,5,2,2,2,2,2,1,6,0,0,205,6,2
476,2,0,17,266,0,2,1,2,3,2,1,1,1,2,1,1,0,0,480,5,4
477,1,0,8,179,0,2,2,0,0,1,1,1,1,3,1,1,0,0,67,1,0
478,2,0,5,266,0,1,1,2,7,2,2,2,1,2,1,1,0,0,195,1,1
479,2,0,12,266,0,3,1,7,0,2,1,2,2,2,1,2,0,0,502,2,4
480,1,0,12,119,307,1,1,2,7,2,2,1,1,1,1,1,150,0,120,5,3
481,1,0,5,307,0,2,1,0,0,2,1,1,1,1,1,1,100,0,6664,5,4
482,1,0,2,307,0,2,1,0,0,2,1,2,1,2,1,1,0,0,88,3,3
483,1,0,24,307,179,2,1,0,0,1,1,3,1,3,2,1,0,0,440,1,2
484,1,0,5,307,0,1,1,2,3,2,1,1,1,2,1,1,0,0,202,4,1
485,2,0,2,286,299,3,1,4,6,2,1,2,1,2,1,2,50,0,126,4,4
486,1,0,2,307,0,1,1,0,0,2,2,3,3,3,1,1,0,0,76,1,4
487,1,0,2,307,307,2,2,7,0,2,2,1,1,2,1,1,0,0,12,5,1
488,1,0,36,195,0,2,6,7,0,2,2,1,1,2,1,1,0,0,225,1,1
489,1,0,24,307,307,2,4,0,0,3,3,2,2,2,1,1,0,0,272,2,4
490,2,0,9,264,0,1,1,7,0,2,3,2,1,2,2,1,0,0,1593,2,4
491,1,0,1,307,0,3,1,7,0,2,1,3,3,3,1,2,0,0,379,2,4
492,1,0,3,307,0,2,2,0,0,2,2,1,1,1,1,1,0,0,92,12,4
493,2,0,10,266,0,2,1,2,4,1,1,1,1,1,1,1,0,0,836,23,3
494,1,0,12,179,0,1,6,0,0,2,1,1,1,1,1,1,0,0,262,7,2
495,2,0,3,266,0,3,5,0,0,2,1,2,1,2,1,2,0,0,555,3,1
496,1,0,48,128,0,2,5,0,0,1,1,1,1,1,1,1,0,0,74,1,2
497,2,0,24,285,0,1,1,2,7,2,3,1,1,2,1,1,0,0,149,1,1
498,1,0,76,20,0,2,1,2,7,2,2,1,1,2,1,1,0,0,130,2,2
499,2,0,2,266,0,2,1,6,7,1,2,3,3,3,1,1,0,0,119,1,3
500,2,0,30,243,0,2,6,7,0,2,2,2,2,2,1,1,0,0,76,1,1
501,2,0,2,266,0,3,1,4,7,1,1,1,1,2,1,3,0,0,232,4,2
502,1,0,1,307,0,2,1,0,0,2,2,2,2,2,1,1,0,0,120,1,3
503,1,0,48,307,0,2,3,0,0,2,3,1,1,1,1,1,0,0,219,1,2
504,1,0,9,307,307,3,1,2,0,2,1,1,1,2,1,2,30,0,474,3,2
505,1,0,12,307,0,2,7,0,0,2,3,1,1,1,1,1,0,0,231,2,4
506,2,0,6,266,0,2,1,2,7,1,1,1,1,1,1,3,0,0,129,3,4
507,2,0,1,266,0,1,1,7,0,2,1,2,1,2,1,1,0,0,295,2,1
508,2,0,4,285,299,1,4,0,0,1,2,2,1,2,1,3,100,0,32,0,4
509,2,0,18,266,0,1,3,7,0,1,1,1,1,3,1,1,0,0,132,7,2
510,1,0,1,307,0,1,1,2,7,2,1,2,2,2,1,1,0,0,46,1,3
511,1,0,2,307,0,3,1,2,7,2,1,2,2,2,1,8,0,0,297,8,3
512,1,0,2,307,0,2,1,2,7,2,1,2,1,2,1,1,0,0,254,1,4
513,2,0,132,266,0,2,1,2,0,2,1,1,1,1,1,1,0,0,736,1,3
514,2,0,16,266,285,1,7,0,0,3,2,1,1,1,1,1,0,0,77,0,4
515,1,0,84,152,218,1,2,3,0,1,1,3,3,3,1,1,0,0,25,1,4
516,1,0,48,307,0,2,2,0,0,2,2,3,3,3,1,1,0,0,538,3,4
517,1,0,2,307,0,3,1,2,5,2,1,2,1,2,1,4,0,0,283,1,1
518,2,0,12,264,264,1,3,0,0,2,3,1,3,3,1,1,0,0,311,5,1
519,1,0,2,307,307,1,1,2,7,2,2,1,1,2,1,1,0,0,12,5,1
520,1,0,72,109,0,2,3,5,0,3,3,1,1,1,1,1,0,0,208,0,4
521,2,0,3,265,0,1,7,0,0,2,2,3,3,3,1,1,0,0,82,1,1
522,1,0,60,218,0,2,2,7,0,1,2,1,1,3,1,1,0,0,358,4,2
523,2,0,2,266,0,1,3,6,0,1,1,2,1,2,1,2,0,0,533,3,2
524,2,0,2,292,265,2,2,5,0,2,2,2,2,2,1,1,0,0,447,5,2
525,2,0,1,266,0,2,2,7,0,1,1,2,2,2,1,1,0,0,136,4,4
526,1,0,7,307,0,1,1,0,0,2,1,1,1,2,1,1,0,0,72,1,4
527,1,0,3,307,307,1,2,0,0,2,1,2,2,2,1,1,0,0,235,3,1
528,2,0,6,277,0,2,2,7,0,1,1,2,2,2,3,1,0,0,720,4,4
529,2,0,2,266,0,2,1,6,7,1,1,2,2,2,1,1,0,0,523,3,1
530,1,0,3,307,0,2,2,5,0,2,1,1,1,2,1,1,0,0,258,3,2
531,1,0,2,307,0,2,3,0,0,2,1,3,1,2,1,1,0,0,167,2,3
532,1,0,2,307,0,2,1,2,7,2,2,2,2,2,1,8,0,0,419,8,1
533,1,0,1,307,307,3,1,2,7,2,2,2,2,2,1,5,0,0,297,4,4
534,1,0,4,141,307,2,1,5,0,2,2,1,1,2,1,1,0,0,154,2,1
535,1,0,24,307,0,2,2,0,0,2,1,1,1,1,1,1,500,0,17,6,3
536,2,0,2,265,0,2,1,2,4,2,2,2,1,2,2,1,0,0,937,2,2
537,1,0,24,307,0,2,2,0,0,3,2,3,3,3,1,1,0,0,194,3,4
538,1,0,12,307,0,2,1,0,0,1,2,3,3,2,1,1,0,0,461,0,4
539,2,0,3,285,292,1,2,7,0,1,2,2,2,2,1,1,200,0,172,1,1
540,1,0,1,307,307,2,1,2,7,2,1,2,2,2,1,1,0,0,720,8,2
541,2,0,2,266,0,1,3,7,0,2,1,2,2,2,1,1,200,0,2758,5,2
542,2,0,12,266,0,3,1,4,7,3,1,1,1,1,1,5,0,0,184,5,4
543,1,0,12,307,152,1,3,0,0,1,1,1,1,1,1,1,0,0,940,5,4
544,2,0,3,266,0,1,1,6,0,2,1,2,1,2,1,1,0,0,124,2,3
545,1,0,2,307,307,2,1,2,0,2,1,2,1,2,1,4,0,0,160,3,4
546,1,0,1,307,0,2,1,2,0,2,1,2,2,2,1,2,0,0,692,5,3
547,1,0,72,152,0,1,2,0,0,1,1,1,1,2,2,1,0,0,195,4,4
548,2,0,2,266,0,1,6,7,0,1,1,3,3,3,1,1,0,0,237,3,1
549,1,0,1,307,0,1,1,2,7,2,1,1,1,2,1,1,100,0,589,2,1
550,1,0,36,44,307,1,1,2,7,3,1,1,1,1,1,1,0,0,433,10,3
551,1,0,3,307,0,2,2,0,0,2,1,3,3,2,1,1,0,0,106,2,3
552,2,0,2,266,0,2,4,6,7,1,1,3,3,3,1,3,0,0,175,5,3
553,2,0,24,266,0,2,1,4,6,3,1,1,1,1,1,2,0,6,1185,11,4
554,2,0,11,266,0,1,5,0,0,2,1,1,1,1,1,1,100,0,378,6,4
555,2,0,12,264,0,3,1,6,7,2,2,2,2,2,1,6,0,0,533,6,2
556,1,0,3,307,0,1,1,0,0,1,2,3,3,3,1,1,0,0,42,2,4
557,2,0,12,265,0,3,1,7,0,1,2,2,2,2,1,2,0,0,373,3,4
558,2,0,60,247,0,1,1,2,3,3,1,1,1,1,1,1,200,0,259,2,1
559,2,0,1,265,0,2,1,7,0,1,2,2,1,2,1,1,0,0,321,10,4
560,1,0,2,218,307,2,1,2,5,2,1,2,1,2,1,2,0,0,121,5,3
561,2,0,6,266,0,2,3,4,7,3,1,1,1,2,1,1,0,0,1230,3,3
562,2,0,3,299,0,1,2,0,0,2,1,3,3,3,1,1,0,0,42,3,2
563,1,0,2,307,0,1,2,3,5,2,2,2,1,3,1,1,0,0,81,1,4
564,2,0,2,247,265,1,3,7,0,1,1,2,2,2,1,1,0,0,673,3,1
565,2,0,3,266,0,1,1,7,0,3,1,2,1,2,1,4,0,0,357,4,4
566,2,0,5,266,0,2,1,2,6,2,1,2,2,2,1,1,0,0,23,1,2
567,1,0,24,75,228,1,1,2,5,2,2,1,1,1,1,1,200,0,276,2,2
568,1,0,4,307,0,3,1,2,5,1,2,2,2,2,1,6,0,0,168,1,1
569,2,0,3,266,0,1,1,0,0,2,1,2,2,2,1,1,0,0,39,3,4
570,2,0,4,266,265,1,1,5,0,2,2,1,1,2,1,1,0,0,781,3,3
571,2,0,19,266,266,1,6,0,0,2,1,1,1,1,1,2,0,0,150,4,4
572,2,0,2,265,283,2,3,7,0,2,2,2,1,2,1,1,50,0,671,2,1
573,1,0,2,307,0,2,1,2,7,2,1,2,2,3,1,1,0,0,504,3,1
574,2,0,6,265,0,1,6,0,0,1,2,2,1,2,1,1,0,0,149,4,3
575,1,0,2,189,307,1,1,5,0,3,2,2,2,2,1,2,100,0,241,3,3
576,1,0,2,307,0,2,2,0,0,2,2,1,1,2,1,1,0,0,188,1,2
577,2,0,12,299,0,1,3,0,0,3,1,1,1,1,1,1,50,0,110,4,4
578,1,0,11,307,0,1,5,0,0,2,1,1,1,1,1,1,0,0,365,2,4
579,2,0,2,247,265,2,1,2,6,1,2,2,2,2,1,3,0,0,786,7,0
580,1,0,36,218,307,2,2,7,0,2,2,2,1,1,1,1,0,0,471,7,4
581,2,0,12,266,0,2,6,7,0,2,1,3,3,1,1,1,0,0,656,5,1
582,1,0,1,307,0,2,5,0,0,2,2,3,3,3,1,2,0,0,89,1,4
583,2,0,8,292,299,2,2,6,0,1,1,3,3,3,1,1,0,0,128,2,4
584,2,0,24,266,266,2,5,0,0,1,1,1,1,3,1,1,0,0,102,2,2
585,2,0,1,266,0,1,2,0,0,2,1,2,2,2,1,1,100,0,205,6,2
586,1,0,3,307,307,1,2,7,0,2,1,2,2,2,1,1,1,0,271,2,3
587,1,0,3,307,0,2,1,4,0,2,2,1,1,2,1,1,0,0,584,8,4
588,2,0,2,285,266,3,1,2,0,3,2,2,2,2,1,2,50,0,276,2,2
589,1,0,12,307,0,1,1,2,0,1,1,3,1,3,1,1,0,0,224,3,2
590,1,0,8,307,0,1,2,0,0,2,1,1,1,1,1,1,0,0,179,9,2
591,1,0,1,307,0,2,2,0,0,2,2,2,1,2,1,1,0,0,106,0,1
592,2,0,2,264,265,2,1,6,7,2,2,2,1,2,1,1,50,0,1329,7,3
593,2,0,1,264,266,1,1,2,7,2,3,2,2,2,1,3,0,0,88,5,2
594,2,0,12,299,0,1,3,5,0,2,1,1,1,1,1,1,0,0,292,3,4
595,1,0,6,141,307,2,1,0,0,2,2,1,3,3,1,1,0,0,14,4,3
596,1,0,2,64,307,3,2,5,0,2,1,2,1,2,1,4,0,0,152,8,3
597,1,0,48,109,0,3,3,0,0,2,2,3,3,3,1,2,0,0,64,0,4
598,2,0,1,299,0,3,3,6,7,2,2,3,3,2,1,5,0,0,304,2,2
599,2,0,0,266,0,1,1,7,0,2,1,2,2,2,1,1,0,0,187,2,3
600,1,0,60,307,0,1,3,0,0,2,2,1,1,1,1,1,0,1,680,4,4
601,1,0,0,307,0,3,2,5,0,2,1,2,2,2,1,10,0,0,1133,13,2
602,1,0,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,0,165,7,2
603,2,0,3,266,0,3,1,6,7,2,1,2,2,2,1,7,0,0,569,14,2
604,2,0,3,266,0,1,1,0,0,2,1,2,2,2,1,1,0,0,39,1,4
605,2,0,2,264,0,1,1,7,0,2,2,2,2,2,1,1,0,0,3,3,4
606,1,0,2,307,307,3,2,0,0,2,1,2,2,2,1,2,0,0,39,1,4
607,1,0,1,307,0,2,2,0,0,2,2,2,2,2,1,2,0,0,80,1,2
608,1,0,24,307,0,1,2,0,0,3,1,1,1,1,1,1,200,0,48,3,4
609,2,0,10,266,0,2,1,7,0,2,2,2,2,2,1,1,0,0,115,1,4
610,1,0,2,307,0,2,1,0,0,2,1,1,1,2,1,1,0,0,387,2,3
611,2,0,1,285,264,1,1,7,0,3,3,2,2,2,1,1,50,0,249,3,2
612,1,0,60,75,0,1,2,0,0,1,3,1,1,1,1,1,150,0,540,2,2
613,2,0,1,266,0,1,2,3,4,2,1,2,2,2,1,1,15,0,124,5,2
614,2,0,4,266,299,1,1,6,7,2,1,1,1,2,1,1,100,0,512,5,3
615,2,0,5,266,0,2,1,0,0,2,1,1,1,1,1,1,150,2,556,13,4
616,1,0,7,307,0,2,4,7,0,2,1,1,1,1,1,1,100,0,146,10,4
617,1,0,36,307,0,2,1,2,5,3,1,3,3,1,1,1,0,0,1260,0,4
618,2,0,2,265,0,1,1,7,0,2,1,1,1,3,1,1,0,0,102,1,3
619,2,0,2,292,252,1,2,5,0,2,1,2,1,2,1,1,100,0,198,5,2
620,1,0,2,307,0,2,1,2,0,2,1,3,3,2,1,1,0,0,79,3,3
621,1,0,0,307,0,3,1,2,7,2,1,2,2,2,1,8,0,0,113,7,2
622,2,0,1,266,265,2,7,0,0,1,2,2,2,2,1,1,0,0,158,4,2
623,1,0,2,307,218,2,1,2,0,2,1,2,2,2,1,1,0,0,461,2,2
624,1,0,2,307,0,1,7,0,0,2,1,1,1,2,1,1,0,0,279,1,1
625,2,0,4,243,266,2,5,7,0,1,2,1,1,2,1,1,80,0,16,13,3
626,1,0,1,307,307,3,2,3,6,2,2,2,2,2,1,9,0,0,594,11,4
